StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,I4,I5,I6,I7,I8,I9,I10,I11,I12,AN2,AN3,AN4,AN5,AN6,AN7,AN8,AN9,AN10,AN11,AN12,AN14_1,AN15,AN16,AN17,AN18,AN19,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,SP11,SP12,SP14_1,SP15,SP16,SP17,SP18,SP19,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP14_1,AP15,AP16,AP17,AP18,AP19,SN2,SN3,SN4,SN5,SN6,SN7,SN8,SN9,SN10,SN11,SN12,SN14_1,SN15,SN16,SN17,SN18,SN19,D1,D2,D2_6_TEXT,D3,D4,mTurkCode
2017-03-21 13:57:51,2017-03-21 14:44:27,IP Address,69.141.198.1,100,2795,True,2017-03-21 14:44:28,R_A5ss9X8rb6nu3y9,,,,,40.283004760742,-74.715103149414,anonymous,90000,5,5,6,6,Extremely,Extremely,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,Extremely,6,Extremely,6,6,6,6,6,"cons: lives in NYC; hasn't been a consultant for very long; yahoo email doesn't seem professional
pros: appears willing to travel; extensive schooling (has masters); increased skills/knowledge ",95,3,145000,Moderately promotable,Yes,Yes,6,6,5,6,6,6,5,6,6,6,"cons - lives in NY and all exp is in TX; new consultant in industry; limited work experience
pros - willing to telecommute; new in industry (can be trained/molded); volunteers",94,3,140000,Moderately promotable,Yes,Yes,Female,White,,Associate degree in college (2-year),I am  a parent or legal guardian,7771434
2017-03-21 14:45:03,2017-03-21 14:53:34,IP Address,186.77.175.209,100,510,True,2017-03-21 14:53:34,R_2scI2hi8hyYMWOM,,,,,12.150802612305,-86.26830291748,anonymous,40000,5,4,5,5,5,4,5,No,5,6,5,6,4,5,3,5,6,4,"She has a masters degree in business administration. She has good internship experience. She generated a lot of money before.

She can use more skills, She doesn't have a lot of relevant activities, Not much work experience.",71,10,150000,Moderately promotable,Yes,Yes,4,5,5,6,4,5,4,4,5,5,"Has Masters in business administration.  Had good clients. Has good work experience.

Not much relevant activities. No internship experience. Not clear how much money generated.",61,10,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Some college but no degree,I am NOT a parent or legal guardian,5156600
2017-03-21 14:45:58,2017-03-21 15:01:44,IP Address,73.61.15.11,100,946,True,2017-03-21 15:01:45,R_1QErSWUj5nx8KFL,,,,,42.085800170898,-70.999900817871,anonymous,70000,Extremely,6,6,6,6,6,4,No,6,Extremely,6,6,5,6,3,6,6,6,"Pros: Stong management history. Long work history in multiple companies. Must communicate well due to extensive PR work.

Cons: No direct Human Resources work. Only localized work experiance. Not a lot of independent work outside of the consultancy ",83,2,145000,Moderately promotable,Yes,Yes,Extremely,6,6,6,4,6,4,5,6,6,"Pros: Very Long work history and dedication to an individual agency. A proven track record of growth. Wider variety of work experiance in different forms of business and communication.

Cons: no direct HR work. Not a very extensive list of clients fromm different fields. All work is within a localized area.",91,2,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Bachelor's degree in college (4-year),I am  a parent or legal guardian,3047953
2017-03-21 14:26:27,2017-03-21 15:02:21,IP Address,72.199.205.103,100,2153,True,2017-03-21 15:02:21,R_2RaFoAoZmSd7R0a,,,,,32.84049987793,-116.87969970703,anonymous,70000,4,5,Extremely,Extremely,6,6,Extremely,No,Extremely,Extremely,5,6,5,6,5,6,5,6,"pros 1. has two degrees  2. excellent relationship management  3. has experience


cons.1. short tenure with other companies 2. not a lot going on outside work 3. might be to analytical

honestly these cons are just nitpicks",90,5,150000,Most certainly will be promoted,Yes,Yes,Extremely,6,6,6,Extremely,6,Extremely,6,6,6,"Pros 1. has 2 degrees     2. has years of experience   3. is a leader

Cons 1. very busy            2. very hard to find cons      3. maybe high turnover rate",90,5,150000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,,Associate degree in college (2-year),I am NOT a parent or legal guardian,9883582
2017-03-21 14:40:56,2017-03-21 15:14:39,IP Address,47.201.203.115,100,2023,True,2017-03-21 15:14:40,R_1gq35yl305vtpzq,,,,,28.292694091797,-82.627899169922,anonymous,60000,5,5,5,5,6,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,5,3,4,5,5,"Pros.
Applicant has management experience
Applicant has current work experience
Apllicant seems to be a fit for the job.



Cons
Applicant date scheme is annoying
Applicant has limited work history.
Skills and knowledge section is sparse/vague",50,2,140000,Moderately promotable,Yes,Yes,5,5,5,6,5,6,4,6,6,6,"Pros
Work history is relevant
Steady work history.
Applicant seems successful in their most recent position.


Cons
Applicants most detailed work history is recent
Applicants positions are not exactly the same as whats being looked for.
Applicant doesnt show too many promotions",50,4,140000,Moderately promotable,Yes,Yes,Male,White,,High school graduate (high school diploma or equivalent including GED),I am  a parent or legal guardian,9624090
2017-03-21 14:58:36,2017-03-21 15:14:44,IP Address,99.36.176.239,100,967,True,2017-03-21 15:14:44,R_3kcAcE0mKkc5pfg,,,,,33.987594604492,-84.646598815918,anonymous,75000,Extremely,Extremely,Extremely,4,Extremely,4,4,No,6,6,6,6,6,6,4,6,6,6,"Pros
1. She has a good education background
2. She has a lot of work experience
3. She has relevant activities from her community
Cons
1. She can't hold a job for very long
2. The skills she listed are pretty generic
3. She might need more experience for the role",85,4,150000,Moderately promotable,Yes,Yes,5,5,5,5,5,5,3,5,5,5,"Pros
1. She has a lot of experience with market research.
2. She developed good earning programs for her previous employers. 
3. She has experience leading teams.
Cons
1. She doesn't have a lot of experience as a manager.
2. The email she used has a number in it which seems unprofessional.
3. She also generic, unneeded information under ""relevant activities""",80,4,140000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Some college but no degree,I am NOT a parent or legal guardian,2854757
2017-03-21 14:46:06,2017-03-21 15:18:47,IP Address,68.35.27.130,100,1961,True,2017-03-21 15:18:48,R_1Q3p707FrkEItFh,,,,,34.562194824219,-86.515602111816,anonymous,75000,6,6,5,6,6,Extremely,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,Extremely,Extremely,5,Extremely,Extremely,6,"Pros:
1. Good communication skills. 
2. Has organization, planning and negotiation skills.
3. Work history shows  that employee maintain employment at previous employers a reasonable amount of time.

Cons: 
1. No direct experience as a management consultant. 
2. Candidates out of work activities may cause future conflicts.
3. Limited experience handling high earning clients.",60,3,140000,Moderately promotable,Yes,Yes,6,5,5,5,5,6,5,5,6,6,"Pros:
1. Has previous experience as a consultant. 
2. Has leadership experience.
3. Has previous experience handling high earning accounts.

Cons: 
1. Has not stayed with same company as an employee for more than two years.
2. Experience seems more focused towards marketing as oppose to management.
3. Candidate may not be a good fit culturally in this location as a majority of the business handled by the candidate has been in Texas.",65,3,140000,Moderately promotable,Yes,Yes,Male,Black or African American,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,6956698
2017-03-21 13:58:50,2017-03-21 15:19:21,IP Address,173.52.123.172,100,4830,True,2017-03-21 15:19:21,R_3fCWTYuV07735Uz,,,,,40.721405029297,-73.743103027344,anonymous,70000,6,Extremely,6,6,Extremely,Extremely,6,No,5,5,5,5,5,4,4,5,5,4,"Pros - educated, experience, socially conscious
Cons - does not remain at one employer very long, young, no social media contacts",68,5,100000,Most certainly will NOT be promoted,No,Yes,Extremely,Extremely,Extremely,6,Extremely,Extremely,6,Extremely,Extremely,Extremely,"Pros - Productive, Efficient, Intelligent
Cons - None",93,12,160000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,4301369
2017-03-21 15:07:43,2017-03-21 15:19:48,IP Address,73.73.158.254,100,724,True,2017-03-21 15:19:48,R_1KOjRdU3vJx8jPX,,,,,41.663497924805,-88.315498352051,anonymous,75000,Extremely,Extremely,Extremely,Extremely,6,Extremely,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,6,5,5,6,5,"Has been outside of the home state to learn, prestigious education in relevant area, longer work history.

Relevancy to current job for work history is slim, tenure at all of her jobs has been rather short, possibly over-extends in her desire to accomplish things.",90,2,65000,Moderately promotable,No,No,Extremely,6,Extremely,Extremely,6,Extremely,6,Extremely,Extremely,6,"History with relevant work and skill utilization, prestigious education, and also has volunteer experience.

All experience is in Texas so any consultancy with regional impacts or specifics may be limited in its scope and usefulness.  Somewhat young so her insight from an experienced management perspective may be limited.  Somewhat short work history, despite her good work in the jobs listed.",85,2,70000,Most certainly will be promoted,Yes,Yes,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,2264622
2017-03-21 15:13:30,2017-03-21 15:28:15,IP Address,108.210.12.140,100,885,True,2017-03-21 15:28:15,R_2v8R585kuBIy3BR,,,,,38.629592895508,-90.331703186035,anonymous,100000,5,6,6,5,6,6,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,4,6,6,6,"The pros are that they have a good resume, they have results on their resume, and they have relevant experience. The cons are that the resume would read better if set up like the previous one, with results and responsibilities combined, their results aren't that specific, and they have the skills section with very generic statements.",76,3,150000,Moderately promotable,Yes,No,6,6,6,6,5,6,4,6,6,6,"The pros are that they have an excellent resume with concrete results from their past experiences, they have an MBA, and they seem clearly driven to succeed.
The cons are that they don't have years of experience in this specific kind of position, they may be kind of young, and it looks like this would be only their 2nd post graduation job.
",76,3,150000,Most certainly will be promoted,Yes,Yes,Female,White,,Some college but no degree,I am NOT a parent or legal guardian,8014587
2017-03-21 15:28:00,2017-03-21 15:36:35,IP Address,184.57.213.221,100,514,True,2017-03-21 15:36:36,R_1FrcnBC0tXKR6fD,,,,,39.260101318359,-84.489097595215,anonymous,78000,5,4,4,5,6,4,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,6,2,6,6,6,"cons - small skills section, been through many companies, pros- education, interpersonal skills, related experience",75,4,136000,Moderately promotable,Yes,Yes,4,3,4,4,4,3,2,4,4,Not at all,"cons, bounces around companoe, seems busy pros- education with relevant information, extra cirriculars that are relevant, has had stable work history",91,3,135000,Moderately not promotable,Yes,No,Female,White,,High school graduate (high school diploma or equivalent including GED),I am  a parent or legal guardian,8658579
2017-03-21 15:18:57,2017-03-21 15:38:27,IP Address,24.3.98.134,100,1169,True,2017-03-21 15:38:28,R_2ccqHUmn4ooKghj,,,,,40.499801635742,-80.184196472168,anonymous,75000,Extremely,Extremely,6,6,6,Extremely,Extremely,No,6,5,6,Extremely,6,6,6,6,6,6,"Pros:
 - Looks like she took on a lot of responsibilities at Atlantic Consultants
 - Has a masters degree from good schools
 - Was promoted at Identity Marketing

Cons:
 - At Manual public relations, it doesn't look like much work for 2 years
 - Also doesn't seem to stay long at jobs
 - had a 3 month gap in employment, was she fired?",75,3,150000,Moderately promotable,Yes,Yes,Extremely,Extremely,6,6,6,6,Extremely,6,Extremely,6,"Pros:
 - Her last companies improvement numbers were outstanding
 - Graduated from a good college and business school
 - Her activities outside of work are commendable, seems like a good person

Cons:
 - Seems like she switches job frequently, might not stay long
 - At Hollander she put together a 5 year plan but didn't stick around to see it through. 
 - Austin Communications it didn't seem like she accomplished that much",85,3,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Associate degree in college (2-year),I am NOT a parent or legal guardian,2577435
2017-03-21 15:26:20,2017-03-21 15:39:25,IP Address,76.216.162.42,100,784,True,2017-03-21 15:39:26,R_3f6nBPWmyTSrTGx,,,,,38.692993164062,-121.68119812012,anonymous,70000,5,5,5,6,6,6,5,No,Extremely,6,6,Extremely,Extremely,6,6,Extremely,Extremely,6,"education, stable work experience, relevant experience

overqualified, may not stay long, may demand too high of salary",87,1,150000,Most certainly will be promoted,Yes,Yes,6,6,6,Extremely,6,6,Extremely,6,Extremely,6,"well educated, good experience, demonstrates motivation

Does not stay in job long, may have personal life conflicts with work, may be overqualified",91,1,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,"Professional degree (JD, MD)",I am NOT a parent or legal guardian,9303469
2017-03-21 16:06:08,2017-03-21 16:21:28,IP Address,24.128.213.218,100,920,True,2017-03-21 16:21:29,R_WeMi5GMgVX6OduF,,,,,42.272994995117,-83.599403381348,anonymous,100000,6,5,5,5,6,6,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,3,4,4,5,"she seems hard working, has experience consulting, and has team leadership experience. 

the cons would be she doesn't have that much work experience, less than 10 years, even less actual consulting experience, she's mostly worked in public relations, and has no real IT experience.",90,3,150000,Moderately promotable,Yes,Yes,5,5,5,5,6,6,4,6,6,5,"pros, has good experience, has leadership potential, has managed a team

cons, no listed IT experience, only worked for a few clients, may not be qualified for this position",90,3,135000,Moderately not promotable,No,No,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,8485783
2017-03-21 16:12:59,2017-03-21 16:25:05,IP Address,173.46.78.159,100,725,True,2017-03-21 16:25:05,R_2P5t3In6rk5eS8p,,,,,37.396102905273,-121.96170043945,anonymous,68000,5,5,5,5,6,6,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,5,5,"Despite few years, a lot of experience seems to have been fit into those years, she went to graduate school, she has experience at a few different places.
Not many related activities, only 4 years of experience, skill list not extensive",76,2,140000,Moderately promotable,Yes,Yes,6,6,6,6,6,6,6,6,6,6,"few outside activities mentioned,never heard of graduate school, no skills mentioned
masters, 10 yrs experience, leadership experience",76,2,160000,Moderately promotable,Yes,Yes,Female,White,,Some college but no degree,I am  a parent or legal guardian,6104705
2017-03-21 16:35:34,2017-03-21 16:46:38,IP Address,108.225.41.224,100,664,True,2017-03-21 16:46:39,R_24d7cyhNeV8M17V,,,,,34.579803466797,-98.487998962402,anonymous,70000,4,Extremely,Extremely,4,4,Extremely,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,5,4,Extremely,4,Extremely,Extremely,Extremely,"Involved in Marketing Campaigns
Managed Meetings
Increased Customer Business

Didn't stay with employer long
no references
No recommendations
",80,5,135000,Most certainly will be promoted,Yes,Yes,Extremely,Extremely,Extremely,Extremely,Extremely,5,4,Extremely,Extremely,Extremely,"Marketing Experience
Business Education
Leads Teams

Doesn't stay with a job for a long period
Doesn't have references
Doesn't have letter of recommendation",80,5,135000,Most certainly will be promoted,Yes,Yes,Female,White,,Some college but no degree,I am  a parent or legal guardian,4654333
2017-03-21 18:46:47,2017-03-21 18:56:02,IP Address,104.50.82.132,100,555,True,2017-03-21 18:56:02,R_12EJ29ROlXdmyOa,,,,,32.660598754883,-97.02490234375,anonymous,10000,3,3,4,5,4,5,5,No,5,5,5,5,5,5,4,3,4,4,"Pros- Plenty of experience, stable, and could be rewarding employee
Cons- Command a higher pay, maybe controlling, not open to training ",78,2,165000,Moderately promotable,Yes,Yes,5,4,4,4,6,6,3,5,4,4,"-Alot of experience
-Could help grow a team
-Agreesive

Cons-Alot of jobs in a short period of time, possibly pushy, could command a higher pay than what company is willing to give. ",38,2,137000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Black or African American,,Some college but no degree,I am NOT a parent or legal guardian,9573496
2017-03-21 21:49:58,2017-03-21 22:37:50,IP Address,24.180.179.182,100,2871,True,2017-03-21 22:37:51,R_2fI0blPnWxF02cB,,,,,42.770492553711,-83.746696472168,anonymous,70000,4,4,4,4,5,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,5,5,4,4,5,"Pros: The candidate has management experience. The candidate has an MBA. The candidate has a diverse set of business experiences. 
Cons: The candidate doesn't have direct experience in management consulting. The candidate has less than 10 years business experience. The candidate has changed jobs a lot and they might change jobs again.",75,0,140000,Moderately promotable,Yes,Yes,4,4,4,4,4,3,3,5,4,4,"3 pros are: She has an MBA. She has worked as a consultant before. The candidate has experience in consulting, marketing, and development. 
3 cons: She has less than 10 years business experience. The candidate might not have diverse enough experience for what were looking for. She might not be a good fit in a consulting position. ",75,0,135000,Moderately promotable,No,No,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,8979906
2017-03-21 13:02:13,2017-03-21 13:08:49,IP Address,50.138.36.217,54,395,False,2017-03-28 13:08:53,R_2w0TpeNLM4DI9XE,,,,,,,anonymous,80000,6,6,6,5,Extremely,Extremely,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 13:03:28,2017-03-21 13:09:46,IP Address,162.201.216.94,54,378,False,2017-03-28 13:09:57,R_rlhYibGgEokPDRT,,,,,,,anonymous,60000,5,6,5,4,4,6,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 13:03:48,2017-03-21 13:10:13,IP Address,108.46.157.192,74,385,False,2017-03-28 13:10:16,R_wMYWCdbStZro7Yt,,,,,,,anonymous,50000,6,Extremely,6,Extremely,Extremely,6,5,No,,,,,,,,,,,,,,,,,,6,Extremely,Extremely,6,Extremely,Extremely,5,6,6,4,"Pros - Master degree, Seems to have good strategic thinking, different fields.
Cons - Switches jobs often, Not too many years in the business, loyalty",76,5,140000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 13:01:30,2017-03-21 13:12:12,IP Address,97.88.114.170,74,641,False,2017-03-28 13:12:19,R_VOwVkrov8fbTG4p,,,,,,,anonymous,120000,6,6,6,5,6,6,6,No,6,Extremely,6,6,Extremely,Extremely,6,5,6,6,"Pro-
Strong work history, no short stints of work even during school.  

Seems able to work well with customers, and build a customer base to increase profits.

Knows what people want with e-services of businesses. Multiple examples of good use of technology to help previous workplaces.

Con- 
May not be overly organized... layout issue with resume (date) on a document that you should go over a lot to make sure it's perfect.  

No indication of how they work as a team member, only as a manager... depending on how the workplace is set up, not sure how she would do as the person not in charge. 

Some broadened responsibilities, but experience seems focused on websites.",80,3,155000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 13:10:17,2017-03-21 13:17:53,IP Address,68.63.164.245,54,456,False,2017-03-28 13:17:54,R_3oLziGAOhDt7ZJm,,,,,,,anonymous,95000,6,Extremely,6,6,Extremely,6,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 14:20:46,2017-03-21 14:23:42,IP Address,66.135.184.62,54,175,False,2017-03-28 14:23:46,R_1K3WqPeGASHDsjd,,,,,,,anonymous,12,4,6,5,4,3,4,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 14:55:31,2017-03-21 15:00:24,IP Address,98.254.206.144,54,292,False,2017-03-28 15:00:31,R_sYTpJ4jb2FkKdPj,,,,,,,anonymous,65000,6,6,6,5,5,6,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 16:02:09,2017-03-21 16:12:17,IP Address,99.197.152.62,54,608,False,2017-03-28 16:12:21,R_2U3E984wAp01ojD,,,,,,,anonymous,100000,6,5,6,6,Extremely,6,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 16:30:37,2017-03-21 16:42:29,IP Address,209.54.29.218,74,712,False,2017-03-28 16:42:39,R_2RWEWKZswz96ZfV,,,,,,,anonymous,85000,5,6,5,6,6,Extremely,6,No,,,,,,,,,,,,,,,,,,6,6,6,6,5,6,5,6,Extremely,Extremely,"education, hands on experience, 
type of experience


lack of long term experience, cant think of any more cons",86,3,70000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12 13:35:53,2017-05-12 13:49:41,IP Address,63.170.23.3,100,827,True,2017-05-12 13:49:41,R_2t6hijiySx26wXs,,,,,33.784393310547,-84.213500976562,anonymous,80000,6,6,6,5,Extremely,Extremely,Extremely,No,6,6,6,5,6,6,5,Extremely,5,5,"Pros:  Consulting experience, management experience, and strong organizational skills
Cons:  No management consulting experience, No long term employment with one company,  mostly specialized in marketing",82,2,135000,Most certainly will be promoted,Yes,Yes,Extremely,Extremely,Extremely,5,6,6,5,4,5,4,"Pros: management consulting experience, experience in client relations, and lists several company clients that she has worked with
Cons: No skills listed, Bachelor's is not in management or marketing discipline, and no long term employment history",75,2,140000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Black or African American,,Bachelor's degree in college (4-year),I am  a parent or legal guardian,8858549
2017-05-12 13:41:14,2017-05-12 13:51:33,IP Address,24.32.124.21,100,618,True,2017-05-12 13:51:33,R_1IoUP4jmISd3iMJ,,,,,37.826599121094,-94.792503356934,anonymous,65000,6,6,6,Extremely,4,4,6,No,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,6,Extremely,Extremely,Extremely,"She has completed her Masters Degree. She has much work experience with the public & marketing, & she can hold down a job. 

I don't really see any cons with her resume.",85,3,140000,Most certainly will be promoted,Yes,Yes,5,4,4,5,4,4,3,5,5,5,"Shes earned her Masters Degree, She has job experience, She's worked in teams. 

Half of her jobs that she's listed are ""interns"", doesn't really look like she's done a lot with the field & that's all I'm seeing as cons. ",90,3,135000,Moderately promotable,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Some college but no degree,I am NOT a parent or legal guardian,1035321
2017-05-12 13:39:26,2017-05-12 13:54:38,IP Address,172.4.79.236,100,911,True,2017-05-12 13:54:38,R_2bJMnubSJyFrL3x,,,,,34.959197998047,-90.028602600098,anonymous,27000,4,4,4,4,4,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,3,4,4,5,4,4,"Pros- strong work history, masters degree, 
cons- ",92,2,150000,Moderately promotable,Yes,Yes,5,5,5,5,5,5,5,5,4,5,"pros- strong work history, has ties to the community, ",92,2,165000,Moderately promotable,Yes,Yes,Female,White,,Some college but no degree,I am  a parent or legal guardian,7282776
2017-05-12 13:45:18,2017-05-12 13:55:30,IP Address,24.38.180.157,100,612,True,2017-05-12 13:55:31,R_8GizUyxyseaqPXH,,,,,41.729904174805,-71.258201599121,anonymous,90000,5,6,6,Extremely,6,Extremely,Extremely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely,Extremely,Extremely,6,5,6,6,Extremely,Extremely,6,"education, management experience, Leader

Not seeing any cons to this prospect",90,1,150000,Moderately promotable,Yes,Yes,6,6,6,6,5,6,5,Extremely,6,6,"Great education, employment record, versatility.

Cons: No management poisons, knowledge, age",95,1,140000,Moderately promotable,Yes,Yes,Male,White,,Bachelor's degree in college (4-year),I am  a parent or legal guardian,5234877
2017-05-12 13:47:08,2017-05-12 13:56:46,IP Address,173.226.244.2,100,578,True,2017-05-12 13:56:47,R_Q9uSZViEXzHVpDP,,,,,39.295196533203,-76.623100280762,anonymous,80000,5,5,4,5,6,5,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,Extremely,5,5,6,5,"Pros:
Constant upward career growth
Company Loyal
Good academics

Cons:
Small gap in employment -- need to follow up
Went from Associate to Manager to Associate
Address is NY, works in Michigan",75,5,150000,Most certainly will be promoted,Yes,Yes,6,5,6,5,5,6,4,4,5,5,"Pros: 
Has been in the same position since 2012
Listed positive outcomes on resume
Has 10 years of overall experience

Cons:
Address is NY, and lives in Texas
Went from Intern to Associate, then back to intern
I do not know the academic rigor of UT Austin",75,5,135000,Moderately promotable,Yes,Yes,Male,White,,Master's degree,I am  a parent or legal guardian,3217818
2017-05-12 13:55:32,2017-05-12 14:00:40,IP Address,70.231.112.218,100,307,True,2017-05-12 14:00:40,R_3RpWUF6O4OXJtrM,,,,,36.14729309082,-86.777000427246,anonymous,80000,6,6,6,6,6,6,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,4,6,6,6,"cons-- doesn't seem to have any quantitative experience
doesn't seem to have a lot of leadership experience
more focused on marketing
pros -- very motivated
has relevant work experience
relevant school experience",85,5,140000,Moderately promotable,Yes,Yes,6,6,6,6,6,6,4,6,6,6,"seems focused on service more than anything
more marketing focused
exceeded targets
seems like a good person
relevant experience ",74,5,150000,Moderately promotable,Yes,Yes,Female,White,,Master's degree,I am NOT a parent or legal guardian,1084270
2017-05-12 13:44:04,2017-05-12 14:01:45,IP Address,99.45.24.44,100,1060,True,2017-05-12 14:01:45,R_2B3XkKglMgmyvz5,,,,,36.81120300293,-119.71289825439,anonymous,105000,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,No,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"1.Steady work history with promotions.
2.Increased gross income and then doubled it for company.
3.Has a very good web presents and marketing abilities. 
1.The Skills are of the resume is not extensive.
2.First job was a manager position and second job was demotion. 
3.Each job was a different type of company.
",90,1,125000,Moderately promotable,Yes,Yes,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"1.Raised revenue by over 2 million in first year.
2. Projected gain 15 million within 5 yrs.
3.Over sees day-to-day online appearance and impact. 
1.Changes jobs frequently.
2.Hold various positions not specializing in one.
3. Does not list many references.",90,1,125000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Some college but no degree,I am  a parent or legal guardian,5857447
2017-05-12 13:46:10,2017-05-12 14:02:45,IP Address,74.103.128.196,100,994,True,2017-05-12 14:02:45,R_2bHlHf2yKo93TzX,,,,,39.785003662109,-75.68229675293,anonymous,45000,4,4,4,4,6,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,5,5,5,4,5,5,"Pros: 
Has a master's degree in Business Administration
Generated great results from her consultant position
Seems to have good management experience

Cons:
Jumps around from job to job sort of frequently
Lived a long time in Detroit - she probably knows more about those market consumers than New Yorkers
Middle of the road colleges",75,5,140000,Moderately promotable,Yes,Yes,5,5,5,4,4,5,3,4,5,4,"Pros: 
She made good improvements in her company as a consultant
She knows a variety of business positions
She has a masters degree in Business Administration

Cons:
Austin, TX probably has a much different type of client from NYC
She's only been working as a consultant since 2012
She seems very focused on marketing which could be different from what the consultant position would require",50,3,135000,Moderately promotable,Yes,Yes,Female,White,,Some college but no degree,I am NOT a parent or legal guardian,5098132
