"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.feedback","Answer.surveycode","Approve","Reject"
"3JU8CV4BRME162XN3BSCSR4I09VPOY","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","37FMASSAYDTSS6J4CE281UYR3DTIBR","A2QJ22AYO30HXR","Approved","Mon May 15 18:40:48 PDT 2017","Mon May 15 19:19:35 PDT 2017","Fri May 19 19:19:35 PDT 2017","2017-05-20 02:20:23 UTC","","","2327","100% (1/1)","0% (0/0)","0% (0/0)","0","No.","5241286"
"3JU8CV4BRME162XN3BSCSR4I09VPOY","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3FPRZHYEPZ9SBHZRWSMLY0Q9NNC3VI","A1D3MWE37IAAG4","Approved","Mon May 15 18:27:06 PDT 2017","Mon May 15 18:36:44 PDT 2017","Fri May 19 18:36:44 PDT 2017","2017-05-20 01:37:23 UTC","","","578","100% (1/1)","0% (0/0)","0% (0/0)","0","Keep up the good work","5013535"
"3JU8CV4BRME162XN3BSCSR4I09VPOY","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3KB8R4ZV1F9EWFD9MQ25GILBO0ZGBV","A58UL3L2LWPNW","Approved","Mon May 15 17:58:38 PDT 2017","Mon May 15 18:13:18 PDT 2017","Fri May 19 18:13:18 PDT 2017","2017-05-20 01:13:23 UTC","","","880","100% (1/1)","0% (0/0)","0% (0/0)","0","Good length","8646831"
"3JU8CV4BRME162XN3BSCSR4I09VPOY","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3LEIZ60CDK1VZ3THEYCYAJ6RBQP9Z2","A3FAB1H4OFKV4Z","Approved","Mon May 15 17:22:44 PDT 2017","Mon May 15 17:39:55 PDT 2017","Fri May 19 17:39:55 PDT 2017","2017-05-20 00:40:23 UTC","","","1031","100% (1/1)","0% (0/0)","0% (0/0)","0","No","7587929"
"3JU8CV4BRME162XN3BSCSR4I09VPOY","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3WLEIWSYHPJY8Y8ON3RC0PU89UVH2P","AIYRI9SGQB0ID","Approved","Mon May 15 16:00:06 PDT 2017","Mon May 15 16:21:06 PDT 2017","Fri May 19 16:21:06 PDT 2017","2017-05-19 23:21:23 UTC","","","1260","100% (1/1)","0% (0/0)","0% (0/0)","0","Management Consulting is a fairly general job description.  The actual details to the job vary greatly across industries.","7848887"
"3GKAWYFRAQVA256YD2EWHXSJWVODPP","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","38YMOXR4MV14NPME54PFR5L74NE6WZ","A1HOGQMN6BLO85","Approved","Mon May 15 17:42:07 PDT 2017","Mon May 15 18:06:07 PDT 2017","Fri May 19 18:06:07 PDT 2017","2017-05-20 01:06:23 UTC","","","1440","100% (1/1)","0% (0/0)","0% (0/0)","0","Would be better to allow us to see the full job posting applicants are applying for.","8005772"
"3GKAWYFRAQVA256YD2EWHXSJWVODPP","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3ATPCQ38J9C9ZWTHAIOFS789BE4AYS","A44NQ5045J78X","Approved","Mon May 15 17:54:45 PDT 2017","Mon May 15 18:13:41 PDT 2017","Fri May 19 18:13:41 PDT 2017","2017-05-20 01:14:23 UTC","","","1136","100% (1/1)","0% (0/0)","0% (0/0)","0","{}","7853258"
"3GKAWYFRAQVA256YD2EWHXSJWVODPP","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3CCZ6YKWR8LXSP9S7A5ILFZWARE59O","A6S54K308RXTR","Approved","Mon May 15 15:59:20 PDT 2017","Mon May 15 16:04:40 PDT 2017","Fri May 19 16:04:40 PDT 2017","2017-05-19 23:05:23 UTC","","","320","100% (1/1)","0% (0/0)","0% (0/0)","0","n/a","3083723"
"3GKAWYFRAQVA256YD2EWHXSJWVODPP","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3RXPCZQMQQDDJHVHKT9GA6822O8G1C","A2DLGJOKP6784V","Approved","Mon May 15 17:56:35 PDT 2017","Mon May 15 18:08:06 PDT 2017","Fri May 19 18:08:06 PDT 2017","2017-05-20 01:08:23 UTC","","","691","100% (1/1)","0% (0/0)","0% (0/0)","0","Curious about what this was about :) Maybe females with kids and perception of their effectiveness?","5445967"
"3GKAWYFRAQVA256YD2EWHXSJWVODPP","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3ZAK8W07I5GWHABU8FUX0GQJ64E0UQ","A27QT3GTTVT0Q7","Approved","Mon May 15 16:06:37 PDT 2017","Mon May 15 16:22:07 PDT 2017","Fri May 19 16:22:07 PDT 2017","2017-05-19 23:22:23 UTC","","","930","100% (1/1)","0% (0/0)","0% (0/0)","0","Nope, very easy.","4572923"
"3Y7LTZE0YUOQXBJQM62NIVYLSUQUZ1","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3B2X28YI3XHCZMO3ADTJ4R8MUMU6BH","A3N8WLYA4T6MRM","Approved","Mon May 15 16:38:11 PDT 2017","Mon May 15 17:18:18 PDT 2017","Fri May 19 17:18:18 PDT 2017","2017-05-20 00:18:23 UTC","","","2407","100% (1/1)","0% (0/0)","0% (0/0)","0","Is ""Present"" is the resume actually May 2017 or is it earlier? I honestly feel these people would have had more experiences listed since 2013.","2774392"
"3Y7LTZE0YUOQXBJQM62NIVYLSUQUZ1","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3CPLWGV3MP11IEFYBA14FWZI1CV9NZ","ARBRX307WQS9O","Approved","Mon May 15 21:42:46 PDT 2017","Mon May 15 22:08:31 PDT 2017","Fri May 19 22:08:31 PDT 2017","2017-05-20 05:09:23 UTC","","","1545","100% (1/1)","0% (0/0)","0% (0/0)","0","none","4341572"
"3Y7LTZE0YUOQXBJQM62NIVYLSUQUZ1","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3IFS6Q0HJJLR9S06N0O3RJ8R71GSI3","A1LYXRWT92IEI","Approved","Mon May 15 19:01:43 PDT 2017","Mon May 15 19:22:21 PDT 2017","Fri May 19 19:22:21 PDT 2017","2017-05-20 02:22:26 UTC","","","1238","100% (1/1)","0% (0/0)","0% (0/0)","0","no","5018003"
"3Y7LTZE0YUOQXBJQM62NIVYLSUQUZ1","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3MMN5BL1W069LU5II0LUB47WWUX3MY","AP9UFB8KKJGPY","Approved","Mon May 15 17:08:16 PDT 2017","Mon May 15 17:19:29 PDT 2017","Fri May 19 17:19:29 PDT 2017","2017-05-20 00:20:23 UTC","","","673","100% (1/1)","0% (0/0)","0% (0/0)","0","no","4940996"
"3Y7LTZE0YUOQXBJQM62NIVYLSUQUZ1","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3WMOAN2SRCZZFLS1EB607EOFS43VNQ","A2G008WN4D4MFT","Approved","Mon May 15 18:44:59 PDT 2017","Mon May 15 19:22:36 PDT 2017","Fri May 19 19:22:36 PDT 2017","2017-05-20 02:23:24 UTC","","","2257","100% (1/1)","0% (0/0)","0% (0/0)","0","no","7921333"
"3B0MCRZMBSWJR29OIB5RHR98AERPPF","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","32RIADZIST6X1L1R2BMZXIY82JES4N","A3HSNBLP92SZ5D","Approved","Mon May 15 18:54:38 PDT 2017","Mon May 15 19:14:11 PDT 2017","Fri May 19 19:14:11 PDT 2017","2017-05-20 02:14:24 UTC","","","1173","100% (1/1)","0% (0/0)","0% (0/0)","0","N/a","9517525"
"3B0MCRZMBSWJR29OIB5RHR98AERPPF","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3AZHRG4CU5MCIGYBTVYWD70JTRZ03N","A2S3ZG2SKRWICW","Approved","Mon May 15 18:35:37 PDT 2017","Mon May 15 18:57:58 PDT 2017","Fri May 19 18:57:58 PDT 2017","2017-05-20 01:58:23 UTC","","","1341","100% (1/1)","0% (0/0)","0% (0/0)","0","No","6525969"
"3B0MCRZMBSWJR29OIB5RHR98AERPPF","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3MTMREQS4WK5ARYHVH6R7ANT060WAB","A1RG0JH5X98J","Approved","Mon May 15 16:11:21 PDT 2017","Mon May 15 16:44:48 PDT 2017","Fri May 19 16:44:48 PDT 2017","2017-05-19 23:45:23 UTC","","","2007","100% (1/1)","0% (0/0)","0% (0/0)","0","I found this to be a very interesting way to access candidates for a job.","5414864"
"3B0MCRZMBSWJR29OIB5RHR98AERPPF","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3OJSZ2ATDTYTE6LZSD7Y7J8QF1S75G","A2AKL4DSCYLK3H","Approved","Mon May 15 16:45:04 PDT 2017","Mon May 15 17:01:01 PDT 2017","Fri May 19 17:01:01 PDT 2017","2017-05-20 00:01:23 UTC","","","957","100% (1/1)","0% (0/0)","0% (0/0)","0","Thanks!","9388987"
"3B0MCRZMBSWJR29OIB5RHR98AERPPF","3YBVJZAYKKVR44DVBBFZXU0HNN3MYZ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Mon May 15 15:47:39 PDT 2017","5","BatchId:2803830;OriginalHitTemplateId:920937340;","10800","345600","Thu May 18 15:47:39 PDT 2017","","","3TOK3KHVJUKFMGRHXS3XGP8HWW3O78","A2PE4VDSXQU4QR","Approved","Mon May 15 19:15:28 PDT 2017","Mon May 15 19:35:39 PDT 2017","Fri May 19 19:35:39 PDT 2017","2017-05-20 02:36:23 UTC","","","1211","100% (1/1)","0% (0/0)","0% (0/0)","0","optional field but is required to place something in this box to submit?","4370888"
